Sample X	Sample Y	Sample Z	Sample Theta	CCD Theta	Higher Order Suppressor	Horizontal Exit Slit Size	Beamline Energy
32.927	-2.1652	-0.1048	33.7082	68.6364	7.5	1500	287.3	1
32.927	-2.1657	-0.1045	33.9355	69.0909	7.5	1500	287.3	1
32.927	-2.1662	-0.1041	34.1627	69.5455	7.5	1500	287.3	1
32.927	-2.1667	-0.1038	34.39	70	7.5	1500	287.3	1
32.927	-2.1673	-0.1034	34.64	70.5	7.5	1500	287.3	1
32.927	-2.1678	-0.103	34.89	71	7.5	1500	287.3	1
32.927	-2.1683	-0.1027	35.14	71.5	7.5	1500	287.3	1
32.927	-2.1689	-0.1023	35.39	72	7.5	1500	287.3	1
32.927	-2.1694	-0.1019	35.64	72.5	7.5	1500	287.3	1
32.927	-2.1699	-0.1015	35.89	73	7.5	1500	287.3	1
32.927	-2.1705	-0.1011	36.14	73.5	7.5	1500	287.3	1
32.927	-2.171	-0.1007	36.39	74	7.5	1500	287.3	1
32.927	-2.1715	-0.1004	36.64	74.5	7.5	1500	287.3	1
32.927	-2.172	-0.1	36.89	75	7.5	1500	287.3	1
32.927	-2.1726	-0.0996	37.14	75.5	7.5	1500	287.3	1
32.927	-2.1731	-0.0992	37.39	76	7.5	1500	287.3	1
32.927	-2.1736	-0.0988	37.64	76.5	7.5	1500	287.3	1
32.927	-2.1741	-0.0984	37.89	77	7.5	1500	287.3	1
32.927	-2.1746	-0.098	38.14	77.5	7.5	1500	287.3	1
32.927	-2.1752	-0.0976	38.39	78	7.5	1500	287.3	1
32.927	-2.1757	-0.0972	38.64	78.5	7.5	1500	287.3	1
32.927	-2.1762	-0.0968	38.89	79	7.5	1500	287.3	1
32.927	-2.1767	-0.0963	39.14	79.5	7.5	1500	287.3	1
32.927	-2.1772	-0.0959	39.39	80	7.5	1500	287.3	1
32.927	-2.1757	-0.0972	38.64	78.5	7.5	1500	287.3	2
32.927	-2.1757	-0.0972	38.64	78.5	7.5	1500	287.3	2
32.927	-2.1757	-0.0972	38.64	78.5	7.5	1500	287.3	2
32.927	-2.1757	-0.0972	38.64	78.5	7.5	1500	287.3	2
32.927	-2.1757	-0.0972	38.64	78.5	7.5	1500	287.3	2
32.927	-2.1757	-0.0972	38.64	78.5	7.5	1500	287.3	2
32.927	-2.1762	-0.0968	38.89	79	7.5	1500	287.3	2
32.927	-2.1767	-0.0963	39.14	79.5	7.5	1500	287.3	2
32.927	-2.1772	-0.0959	39.39	80	7.5	1500	287.3	2
32.927	-2.1778	-0.0954	39.6977	80.6154	7.5	1500	287.3	2
32.927	-2.1784	-0.0949	40.0054	81.2308	7.5	1500	287.3	2
32.927	-2.179	-0.0944	40.3131	81.8462	7.5	1500	287.3	2
32.927	-2.1797	-0.0939	40.6208	82.4615	7.5	1500	287.3	2
32.927	-2.1803	-0.0933	40.9285	83.0769	7.5	1500	287.3	2
32.927	-2.1809	-0.0928	41.2362	83.6923	7.5	1500	287.3	2
32.927	-2.1815	-0.0923	41.5438	84.3077	7.5	1500	287.3	2
32.927	-2.1821	-0.0917	41.8515	84.9231	7.5	1500	287.3	2
32.927	-2.1827	-0.0912	42.1592	85.5385	7.5	1500	287.3	2
32.927	-2.1833	-0.0907	42.4669	86.1538	7.5	1500	287.3	2
32.927	-2.1839	-0.0901	42.7746	86.7692	7.5	1500	287.3	2
32.927	-2.1845	-0.0896	43.0823	87.3846	7.5	1500	287.3	2
32.927	-2.185	-0.089	43.39	88	7.5	1500	287.3	2
32.927	-2.1856	-0.0884	43.6977	88.6154	7.5	1500	287.3	2
32.927	-2.1862	-0.0879	44.0054	89.2308	7.5	1500	287.3	2
32.927	-2.1868	-0.0873	44.3131	89.8462	7.5	1500	287.3	2
32.927	-2.1874	-0.0868	44.6208	90.4615	7.5	1500	287.3	2
32.927	-2.1879	-0.0862	44.9285	91.0769	7.5	1500	287.3	2
32.927	-2.1885	-0.0856	45.2362	91.6923	7.5	1500	287.3	2
32.927	-2.1891	-0.0851	45.5438	92.3077	7.5	1500	287.3	2
32.927	-2.1896	-0.0845	45.8515	92.9231	7.5	1500	287.3	2
32.927	-2.1902	-0.0839	46.1592	93.5385	7.5	1500	287.3	2
32.927	-2.1907	-0.0833	46.4669	94.1538	7.5	1500	287.3	2
32.927	-2.1913	-0.0827	46.7746	94.7692	7.5	1500	287.3	2
32.927	-2.1918	-0.0821	47.0823	95.3846	7.5	1500	287.3	2
32.927	-2.1924	-0.0816	47.39	96	7.5	1500	287.3	2
32.927	-2.1929	-0.081	47.6977	96.6154	7.5	1500	287.3	2
32.927	-2.1935	-0.0804	48.0054	97.2308	7.5	1500	287.3	2
32.927	-2.194	-0.0798	48.3131	97.8462	7.5	1500	287.3	2
32.927	-2.1946	-0.0792	48.6208	98.4615	7.5	1500	287.3	2
32.927	-2.1951	-0.0786	48.9285	99.0769	7.5	1500	287.3	2
32.927	-2.1956	-0.0779	49.2362	99.6923	7.5	1500	287.3	2
32.927	-2.1961	-0.0773	49.5438	100.3077	7.5	1500	287.3	2
32.927	-2.1967	-0.0767	49.8515	100.9231	7.5	1500	287.3	2
32.927	-2.1972	-0.0761	50.1592	101.5385	7.5	1500	287.3	2
32.927	-2.1977	-0.0755	50.4669	102.1538	7.5	1500	287.3	2
32.927	-2.1982	-0.0749	50.7746	102.7692	7.5	1500	287.3	2
32.927	-2.1987	-0.0742	51.0823	103.3846	7.5	1500	287.3	2
32.927	-2.1992	-0.0736	51.39	104	7.5	1500	287.3	2
32.927	-2.1997	-0.073	51.6977	104.6154	7.5	1500	287.3	2
32.927	-2.2002	-0.0723	52.0054	105.2308	7.5	1500	287.3	2
32.927	-2.2007	-0.0717	52.3131	105.8462	7.5	1500	287.3	2
32.927	-2.2012	-0.0711	52.6208	106.4615	7.5	1500	287.3	2
32.927	-2.2017	-0.0704	52.9285	107.0769	7.5	1500	287.3	2
32.927	-2.2022	-0.0698	53.2362	107.6923	7.5	1500	287.3	2
32.927	-2.2026	-0.0691	53.5438	108.3077	7.5	1500	287.3	2
32.927	-2.2031	-0.0685	53.8515	108.9231	7.5	1500	287.3	2
32.927	-2.2036	-0.0678	54.1592	109.5385	7.5	1500	287.3	2
32.927	-2.2041	-0.0672	54.4669	110.1538	7.5	1500	287.3	2
32.927	-2.2045	-0.0665	54.7746	110.7692	7.5	1500	287.3	2
32.927	-2.205	-0.0659	55.0823	111.3846	7.5	1500	287.3	2
32.927	-2.2055	-0.0652	55.39	112	7.5	1500	287.3	2
32.927	-2.2059	-0.0645	55.6977	112.6154	7.5	1500	287.3	2
32.927	-2.2064	-0.0639	56.0054	113.2308	7.5	1500	287.3	2
32.927	-2.2068	-0.0632	56.3131	113.8462	7.5	1500	287.3	2
32.927	-2.2073	-0.0625	56.6208	114.4615	7.5	1500	287.3	2
32.927	-2.2077	-0.0619	56.9285	115.0769	7.5	1500	287.3	2
32.927	-2.2081	-0.0612	57.2362	115.6923	7.5	1500	287.3	2
32.927	-2.2086	-0.0605	57.5438	116.3077	7.5	1500	287.3	2
32.927	-2.209	-0.0598	57.8515	116.9231	7.5	1500	287.3	2
32.927	-2.2094	-0.0591	58.1592	117.5385	7.5	1500	287.3	2
32.927	-2.2099	-0.0584	58.4669	118.1538	7.5	1500	287.3	2
32.927	-2.2103	-0.0578	58.7746	118.7692	7.5	1500	287.3	2
32.927	-2.2107	-0.0571	59.0823	119.3846	7.5	1500	287.3	2
32.927	-2.2111	-0.0564	59.39	120	7.5	1500	287.3	2
32.927	-1.932	-1	0	0	12	1500	288.7	0.03
32.927	-1.932	-1	0	0	12	1500	288.7	0.03
32.927	-1.932	-1	0	0	12	1500	288.7	0.03
32.927	-1.932	-1	0	0	12	1500	288.7	0.03
32.927	-1.932	-1	0	0	12	1500	288.7	0.03
32.927	-1.932	-1	0	0	12	1500	288.7	0.03
32.927	-1.932	-1	0	0	12	1500	288.7	0.03
32.927	-1.932	-1	0	0	12	1500	288.7	0.03
32.927	-1.932	-1	0	0	12	1500	288.7	0.03
32.927	-1.932	-1	0	0	12	1500	288.7	0.03
32.927	-2.083	-0.13	0.39	2	12	1500	288.7	0.03
32.927	-2.0833	-0.13	0.51	2.24	12	1500	288.7	0.03
32.927	-2.0836	-0.13	0.63	2.48	12	1500	288.7	0.03
32.927	-2.084	-0.13	0.75	2.72	12	1500	288.7	0.03
32.927	-2.0843	-0.13	0.87	2.96	12	1500	288.7	0.03
32.927	-2.0846	-0.13	0.99	3.2	12	1500	288.7	0.03
32.927	-2.0849	-0.13	1.11	3.44	12	1500	288.7	0.03
32.927	-2.0852	-0.13	1.23	3.68	12	1500	288.7	0.03
32.927	-2.0855	-0.13	1.35	3.92	12	1500	288.7	0.03
32.927	-2.0858	-0.13	1.47	4.16	12	1500	288.7	0.03
32.927	-2.0862	-0.1299	1.59	4.4	12	1500	288.7	0.03
32.927	-2.0865	-0.1299	1.71	4.64	12	1500	288.7	0.03
32.927	-2.0868	-0.1299	1.83	4.88	12	1500	288.7	0.03
32.927	-2.0871	-0.1299	1.95	5.12	12	1500	288.7	0.03
32.927	-2.0874	-0.1299	2.07	5.36	12	1500	288.7	0.03
32.927	-2.0877	-0.1299	2.19	5.6	12	1500	288.7	0.03
32.927	-2.088	-0.1299	2.31	5.84	12	1500	288.7	0.03
32.927	-2.0884	-0.1299	2.43	6.08	12	1500	288.7	0.03
32.927	-2.0887	-0.1299	2.55	6.32	12	1500	288.7	0.03
32.927	-2.089	-0.1298	2.67	6.56	12	1500	288.7	0.03
32.927	-2.0893	-0.1298	2.79	6.8	12	1500	288.7	0.03
32.927	-2.0896	-0.1298	2.91	7.04	12	1500	288.7	0.03
32.927	-2.0899	-0.1298	3.03	7.28	12	1500	288.7	0.03
32.927	-2.0902	-0.1298	3.15	7.52	12	1500	288.7	0.03
32.927	-2.0906	-0.1298	3.27	7.76	12	1500	288.7	0.03
32.927	-2.0909	-0.1297	3.39	8	12	1500	288.7	0.03
32.927	-2.0899	-0.1298	3.03	7.28	11	1500	288.7	0.03
32.927	-2.0899	-0.1298	3.03	7.28	11	1500	288.7	0.03
32.927	-2.0899	-0.1298	3.03	7.28	11	1500	288.7	0.03
32.927	-2.0899	-0.1298	3.03	7.28	11	1500	288.7	0.03
32.927	-2.0899	-0.1298	3.03	7.28	11	1500	288.7	0.03
32.927	-2.0899	-0.1298	3.03	7.28	11	1500	288.7	0.03
32.927	-2.0902	-0.1298	3.15	7.52	11	1500	288.7	0.03
32.927	-2.0906	-0.1298	3.27	7.76	11	1500	288.7	0.03
32.927	-2.0909	-0.1297	3.39	8	11	1500	288.7	0.03
32.927	-2.0912	-0.1297	3.5076	8.2353	11	1500	288.7	0.03
32.927	-2.0915	-0.1297	3.6253	8.4706	11	1500	288.7	0.03
32.927	-2.0918	-0.1297	3.7429	8.7059	11	1500	288.7	0.03
32.927	-2.0921	-0.1297	3.8606	8.9412	11	1500	288.7	0.03
32.927	-2.0924	-0.1296	3.9782	9.1765	11	1500	288.7	0.03
32.927	-2.0927	-0.1296	4.0959	9.4118	11	1500	288.7	0.03
32.927	-2.093	-0.1296	4.2135	9.6471	11	1500	288.7	0.03
32.927	-2.0933	-0.1296	4.3312	9.8824	11	1500	288.7	0.03
32.927	-2.0936	-0.1295	4.4488	10.1176	11	1500	288.7	0.03
32.927	-2.0939	-0.1295	4.5665	10.3529	11	1500	288.7	0.03
32.927	-2.0942	-0.1295	4.6841	10.5882	11	1500	288.7	0.03
32.927	-2.0946	-0.1295	4.8018	10.8235	11	1500	288.7	0.03
32.927	-2.0949	-0.1294	4.9194	11.0588	11	1500	288.7	0.03
32.927	-2.0952	-0.1294	5.0371	11.2941	11	1500	288.7	0.03
32.927	-2.0955	-0.1294	5.1547	11.5294	11	1500	288.7	0.03
32.927	-2.0958	-0.1294	5.2724	11.7647	11	1500	288.7	0.03
32.927	-2.0961	-0.1293	5.39	12	11	1500	288.7	0.03
32.927	-2.0952	-0.1294	5.0371	11.2941	10	1500	288.7	0.03
32.927	-2.0952	-0.1294	5.0371	11.2941	10	1500	288.7	0.03
32.927	-2.0952	-0.1294	5.0371	11.2941	10	1500	288.7	0.03
32.927	-2.0952	-0.1294	5.0371	11.2941	10	1500	288.7	0.03
32.927	-2.0952	-0.1294	5.0371	11.2941	10	1500	288.7	0.03
32.927	-2.0952	-0.1294	5.0371	11.2941	10	1500	288.7	0.03
32.927	-2.0955	-0.1294	5.1547	11.5294	10	1500	288.7	0.03
32.927	-2.0958	-0.1294	5.2724	11.7647	10	1500	288.7	0.03
32.927	-2.0961	-0.1293	5.39	12	10	1500	288.7	0.03
32.927	-2.0964	-0.1293	5.5112	12.2424	10	1500	288.7	0.03
32.927	-2.0967	-0.1293	5.6324	12.4848	10	1500	288.7	0.03
32.927	-2.097	-0.1292	5.7536	12.7273	10	1500	288.7	0.03
32.927	-2.0974	-0.1292	5.8748	12.9697	10	1500	288.7	0.03
32.927	-2.0977	-0.1292	5.9961	13.2121	10	1500	288.7	0.03
32.927	-2.098	-0.1291	6.1173	13.4545	10	1500	288.7	0.03
32.927	-2.0983	-0.1291	6.2385	13.697	10	1500	288.7	0.03
32.927	-2.0986	-0.1291	6.3597	13.9394	10	1500	288.7	0.03
32.927	-2.0989	-0.129	6.4809	14.1818	10	1500	288.7	0.03
32.927	-2.0992	-0.129	6.6021	14.4242	10	1500	288.7	0.03
32.927	-2.0996	-0.129	6.7233	14.6667	10	1500	288.7	0.03
32.927	-2.0999	-0.1289	6.8445	14.9091	10	1500	288.7	0.03
32.927	-2.1002	-0.1289	6.9658	15.1515	10	1500	288.7	0.03
32.927	-2.1005	-0.1289	7.087	15.3939	10	1500	288.7	0.03
32.927	-2.1008	-0.1288	7.2082	15.6364	10	1500	288.7	0.03
32.927	-2.1011	-0.1288	7.3294	15.8788	10	1500	288.7	0.03
32.927	-2.1015	-0.1287	7.4506	16.1212	10	1500	288.7	0.03
32.927	-2.1018	-0.1287	7.5718	16.3636	10	1500	288.7	0.03
32.927	-2.1021	-0.1286	7.693	16.6061	10	1500	288.7	0.03
32.927	-2.1024	-0.1286	7.8142	16.8485	10	1500	288.7	0.03
32.927	-2.1027	-0.1286	7.9355	17.0909	10	1500	288.7	0.03
32.927	-2.103	-0.1285	8.0567	17.3333	10	1500	288.7	0.03
32.927	-2.1033	-0.1285	8.1779	17.5758	10	1500	288.7	0.03
32.927	-2.1037	-0.1284	8.2991	17.8182	10	1500	288.7	0.03
32.927	-2.104	-0.1284	8.4203	18.0606	10	1500	288.7	0.03
32.927	-2.1043	-0.1283	8.5415	18.303	10	1500	288.7	0.03
32.927	-2.1046	-0.1283	8.6627	18.5455	10	1500	288.7	0.03
32.927	-2.1049	-0.1282	8.7839	18.7879	10	1500	288.7	0.03
32.927	-2.1052	-0.1282	8.9052	19.0303	10	1500	288.7	0.03
32.927	-2.1055	-0.1281	9.0264	19.2727	10	1500	288.7	0.03
32.927	-2.1058	-0.1281	9.1476	19.5152	10	1500	288.7	0.03
32.927	-2.1062	-0.128	9.2688	19.7576	10	1500	288.7	0.03
32.927	-2.1065	-0.128	9.39	20	10	1500	288.7	0.03
32.927	-2.1055	-0.1281	9.0264	19.2727	7.5	1500	288.7	0.03
32.927	-2.1055	-0.1281	9.0264	19.2727	7.5	1500	288.7	0.03
32.927	-2.1055	-0.1281	9.0264	19.2727	7.5	1500	288.7	0.03
32.927	-2.1055	-0.1281	9.0264	19.2727	7.5	1500	288.7	0.03
32.927	-2.1055	-0.1281	9.0264	19.2727	7.5	1500	288.7	0.03
32.927	-2.1055	-0.1281	9.0264	19.2727	7.5	1500	288.7	0.03
32.927	-2.1058	-0.1281	9.1476	19.5152	7.5	1500	288.7	0.03
32.927	-2.1062	-0.128	9.2688	19.7576	7.5	1500	288.7	0.03
32.927	-2.1065	-0.128	9.39	20	7.5	1500	288.7	0.03
32.927	-2.107	-0.1279	9.5983	20.4167	7.5	1500	288.7	0.03
32.927	-2.1075	-0.1278	9.8067	20.8333	7.5	1500	288.7	0.03
32.927	-2.1081	-0.1277	10.015	21.25	7.5	1500	288.7	0.03
32.927	-2.1086	-0.1276	10.2233	21.6667	7.5	1500	288.7	0.03
32.927	-2.1092	-0.1275	10.4317	22.0833	7.5	1500	288.7	0.03
32.927	-2.1097	-0.1274	10.64	22.5	7.5	1500	288.7	0.03
32.927	-2.1102	-0.1273	10.8483	22.9167	7.5	1500	288.7	0.03
32.927	-2.1108	-0.1272	11.0567	23.3333	7.5	1500	288.7	0.03
32.927	-2.1113	-0.1271	11.265	23.75	7.5	1500	288.7	0.03
32.927	-2.1118	-0.127	11.4733	24.1667	7.5	1500	288.7	0.03
32.927	-2.1124	-0.1269	11.6817	24.5833	7.5	1500	288.7	0.03
32.927	-2.1129	-0.1268	11.89	25	7.5	1500	288.7	0.03
32.927	-2.1134	-0.1267	12.0983	25.4167	7.5	1500	288.7	0.03
32.927	-2.114	-0.1266	12.3067	25.8333	7.5	1500	288.7	0.03
32.927	-2.1145	-0.1264	12.515	26.25	7.5	1500	288.7	0.03
32.927	-2.115	-0.1263	12.7233	26.6667	7.5	1500	288.7	0.03
32.927	-2.1156	-0.1262	12.9317	27.0833	7.5	1500	288.7	0.03
32.927	-2.1161	-0.1261	13.14	27.5	7.5	1500	288.7	0.03
32.927	-2.1166	-0.1259	13.3483	27.9167	7.5	1500	288.7	0.03
32.927	-2.1172	-0.1258	13.5567	28.3333	7.5	1500	288.7	0.03
32.927	-2.1177	-0.1257	13.765	28.75	7.5	1500	288.7	0.03
32.927	-2.1182	-0.1256	13.9733	29.1667	7.5	1500	288.7	0.03
32.927	-2.1187	-0.1254	14.1817	29.5833	7.5	1500	288.7	0.03
32.927	-2.1193	-0.1253	14.39	30	7.5	1500	288.7	0.03
32.927	-2.1177	-0.1257	13.765	28.75	7.5	1500	288.7	0.1
32.927	-2.1177	-0.1257	13.765	28.75	7.5	1500	288.7	0.1
32.927	-2.1177	-0.1257	13.765	28.75	7.5	1500	288.7	0.1
32.927	-2.1177	-0.1257	13.765	28.75	7.5	1500	288.7	0.1
32.927	-2.1177	-0.1257	13.765	28.75	7.5	1500	288.7	0.1
32.927	-2.1177	-0.1257	13.765	28.75	7.5	1500	288.7	0.1
32.927	-2.1182	-0.1256	13.9733	29.1667	7.5	1500	288.7	0.1
32.927	-2.1187	-0.1254	14.1817	29.5833	7.5	1500	288.7	0.1
32.927	-2.1193	-0.1253	14.39	30	7.5	1500	288.7	0.1
32.927	-2.1198	-0.1252	14.5983	30.4167	7.5	1500	288.7	0.1
32.927	-2.1203	-0.125	14.8067	30.8333	7.5	1500	288.7	0.1
32.927	-2.1209	-0.1249	15.015	31.25	7.5	1500	288.7	0.1
32.927	-2.1214	-0.1247	15.2233	31.6667	7.5	1500	288.7	0.1
32.927	-2.1219	-0.1246	15.4317	32.0833	7.5	1500	288.7	0.1
32.927	-2.1224	-0.1244	15.64	32.5	7.5	1500	288.7	0.1
32.927	-2.123	-0.1243	15.8483	32.9167	7.5	1500	288.7	0.1
32.927	-2.1235	-0.1241	16.0567	33.3333	7.5	1500	288.7	0.1
32.927	-2.124	-0.124	16.265	33.75	7.5	1500	288.7	0.1
32.927	-2.1245	-0.1238	16.4733	34.1667	7.5	1500	288.7	0.1
32.927	-2.1251	-0.1237	16.6817	34.5833	7.5	1500	288.7	0.1
32.927	-2.1256	-0.1235	16.89	35	7.5	1500	288.7	0.1
32.927	-2.1261	-0.1234	17.0983	35.4167	7.5	1500	288.7	0.1
32.927	-2.1266	-0.1232	17.3067	35.8333	7.5	1500	288.7	0.1
32.927	-2.1271	-0.123	17.515	36.25	7.5	1500	288.7	0.1
32.927	-2.1277	-0.1229	17.7233	36.6667	7.5	1500	288.7	0.1
32.927	-2.1282	-0.1227	17.9317	37.0833	7.5	1500	288.7	0.1
32.927	-2.1287	-0.1225	18.14	37.5	7.5	1500	288.7	0.1
32.927	-2.1292	-0.1224	18.3483	37.9167	7.5	1500	288.7	0.1
32.927	-2.1297	-0.1222	18.5567	38.3333	7.5	1500	288.7	0.1
32.927	-2.1303	-0.122	18.765	38.75	7.5	1500	288.7	0.1
32.927	-2.1308	-0.1219	18.9733	39.1667	7.5	1500	288.7	0.1
32.927	-2.1313	-0.1217	19.1817	39.5833	7.5	1500	288.7	0.1
32.927	-2.1318	-0.1215	19.39	40	7.5	1500	288.7	0.1
32.927	-2.1303	-0.122	18.765	38.75	7.5	1500	288.7	0.3
32.927	-2.1303	-0.122	18.765	38.75	7.5	1500	288.7	0.3
32.927	-2.1303	-0.122	18.765	38.75	7.5	1500	288.7	0.3
32.927	-2.1303	-0.122	18.765	38.75	7.5	1500	288.7	0.3
32.927	-2.1303	-0.122	18.765	38.75	7.5	1500	288.7	0.3
32.927	-2.1303	-0.122	18.765	38.75	7.5	1500	288.7	0.3
32.927	-2.1308	-0.1219	18.9733	39.1667	7.5	1500	288.7	0.3
32.927	-2.1313	-0.1217	19.1817	39.5833	7.5	1500	288.7	0.3
32.927	-2.1318	-0.1215	19.39	40	7.5	1500	288.7	0.3
32.927	-2.1323	-0.1213	19.6074	40.4348	7.5	1500	288.7	0.3
32.927	-2.1329	-0.1211	19.8248	40.8696	7.5	1500	288.7	0.3
32.927	-2.1334	-0.1209	20.0422	41.3043	7.5	1500	288.7	0.3
32.927	-2.1339	-0.1207	20.2596	41.7391	7.5	1500	288.7	0.3
32.927	-2.1345	-0.1205	20.477	42.1739	7.5	1500	288.7	0.3
32.927	-2.135	-0.1203	20.6943	42.6087	7.5	1500	288.7	0.3
32.927	-2.1355	-0.1201	20.9117	43.0435	7.5	1500	288.7	0.3
32.927	-2.1361	-0.1199	21.1291	43.4783	7.5	1500	288.7	0.3
32.927	-2.1366	-0.1197	21.3465	43.913	7.5	1500	288.7	0.3
32.927	-2.1371	-0.1195	21.5639	44.3478	7.5	1500	288.7	0.3
32.927	-2.1377	-0.1193	21.7813	44.7826	7.5	1500	288.7	0.3
32.927	-2.1382	-0.1191	21.9987	45.2174	7.5	1500	288.7	0.3
32.927	-2.1387	-0.1189	22.2161	45.6522	7.5	1500	288.7	0.3
32.927	-2.1392	-0.1186	22.4335	46.087	7.5	1500	288.7	0.3
32.927	-2.1398	-0.1184	22.6509	46.5217	7.5	1500	288.7	0.3
32.927	-2.1403	-0.1182	22.8683	46.9565	7.5	1500	288.7	0.3
32.927	-2.1408	-0.118	23.0857	47.3913	7.5	1500	288.7	0.3
32.927	-2.1413	-0.1178	23.303	47.8261	7.5	1500	288.7	0.3
32.927	-2.1419	-0.1175	23.5204	48.2609	7.5	1500	288.7	0.3
32.927	-2.1424	-0.1173	23.7378	48.6957	7.5	1500	288.7	0.3
32.927	-2.1429	-0.1171	23.9552	49.1304	7.5	1500	288.7	0.3
32.927	-2.1434	-0.1168	24.1726	49.5652	7.5	1500	288.7	0.3
32.927	-2.1439	-0.1166	24.39	50	7.5	1500	288.7	0.3
32.927	-2.1424	-0.1173	23.7378	48.6957	7.5	1500	288.7	0.5
32.927	-2.1424	-0.1173	23.7378	48.6957	7.5	1500	288.7	0.5
32.927	-2.1424	-0.1173	23.7378	48.6957	7.5	1500	288.7	0.5
32.927	-2.1424	-0.1173	23.7378	48.6957	7.5	1500	288.7	0.5
32.927	-2.1424	-0.1173	23.7378	48.6957	7.5	1500	288.7	0.5
32.927	-2.1424	-0.1173	23.7378	48.6957	7.5	1500	288.7	0.5
32.927	-2.1429	-0.1171	23.9552	49.1304	7.5	1500	288.7	0.5
32.927	-2.1434	-0.1168	24.1726	49.5652	7.5	1500	288.7	0.5
32.927	-2.1439	-0.1166	24.39	50	7.5	1500	288.7	0.5
32.927	-2.1445	-0.1164	24.6173	50.4545	7.5	1500	288.7	0.5
32.927	-2.145	-0.1161	24.8445	50.9091	7.5	1500	288.7	0.5
32.927	-2.1456	-0.1159	25.0718	51.3636	7.5	1500	288.7	0.5
32.927	-2.1461	-0.1156	25.2991	51.8182	7.5	1500	288.7	0.5
32.927	-2.1466	-0.1154	25.5264	52.2727	7.5	1500	288.7	0.5
32.927	-2.1472	-0.1151	25.7536	52.7273	7.5	1500	288.7	0.5
32.927	-2.1477	-0.1148	25.9809	53.1818	7.5	1500	288.7	0.5
32.927	-2.1482	-0.1146	26.2082	53.6364	7.5	1500	288.7	0.5
32.927	-2.1488	-0.1143	26.4355	54.0909	7.5	1500	288.7	0.5
32.927	-2.1493	-0.114	26.6627	54.5455	7.5	1500	288.7	0.5
32.927	-2.1498	-0.1138	26.89	55	7.5	1500	288.7	0.5
32.927	-2.1504	-0.1135	27.1173	55.4545	7.5	1500	288.7	0.5
32.927	-2.1509	-0.1132	27.3445	55.9091	7.5	1500	288.7	0.5
32.927	-2.1514	-0.113	27.5718	56.3636	7.5	1500	288.7	0.5
32.927	-2.152	-0.1127	27.7991	56.8182	7.5	1500	288.7	0.5
32.927	-2.1525	-0.1124	28.0264	57.2727	7.5	1500	288.7	0.5
32.927	-2.153	-0.1121	28.2536	57.7273	7.5	1500	288.7	0.5
32.927	-2.1535	-0.1118	28.4809	58.1818	7.5	1500	288.7	0.5
32.927	-2.1541	-0.1116	28.7082	58.6364	7.5	1500	288.7	0.5
32.927	-2.1546	-0.1113	28.9355	59.0909	7.5	1500	288.7	0.5
32.927	-2.1551	-0.111	29.1627	59.5455	7.5	1500	288.7	0.5
32.927	-2.1556	-0.1107	29.39	60	7.5	1500	288.7	0.5
32.927	-2.1541	-0.1116	28.7082	58.6364	7.5	1500	288.7	0.7
32.927	-2.1541	-0.1116	28.7082	58.6364	7.5	1500	288.7	0.7
32.927	-2.1541	-0.1116	28.7082	58.6364	7.5	1500	288.7	0.7
32.927	-2.1541	-0.1116	28.7082	58.6364	7.5	1500	288.7	0.7
32.927	-2.1541	-0.1116	28.7082	58.6364	7.5	1500	288.7	0.7
32.927	-2.1541	-0.1116	28.7082	58.6364	7.5	1500	288.7	0.7
32.927	-2.1546	-0.1113	28.9355	59.0909	7.5	1500	288.7	0.7
32.927	-2.1551	-0.111	29.1627	59.5455	7.5	1500	288.7	0.7
32.927	-2.1556	-0.1107	29.39	60	7.5	1500	288.7	0.7
32.927	-2.1562	-0.1104	29.6339	60.4878	7.5	1500	288.7	0.7
32.927	-2.1567	-0.1101	29.8778	60.9756	7.5	1500	288.7	0.7
32.927	-2.1573	-0.1097	30.1217	61.4634	7.5	1500	288.7	0.7
32.927	-2.1578	-0.1094	30.3656	61.9512	7.5	1500	288.7	0.7
32.927	-2.1584	-0.1091	30.6095	62.439	7.5	1500	288.7	0.7
32.927	-2.1589	-0.1088	30.8534	62.9268	7.5	1500	288.7	0.7
32.927	-2.1595	-0.1084	31.0973	63.4146	7.5	1500	288.7	0.7
32.927	-2.16	-0.1081	31.3412	63.9024	7.5	1500	288.7	0.7
32.927	-2.1606	-0.1078	31.5851	64.3902	7.5	1500	288.7	0.7
32.927	-2.1611	-0.1074	31.829	64.878	7.5	1500	288.7	0.7
32.927	-2.1616	-0.1071	32.0729	65.3659	7.5	1500	288.7	0.7
32.927	-2.1622	-0.1068	32.3168	65.8537	7.5	1500	288.7	0.7
32.927	-2.1627	-0.1064	32.5607	66.3415	7.5	1500	288.7	0.7
32.927	-2.1633	-0.1061	32.8046	66.8293	7.5	1500	288.7	0.7
32.927	-2.1638	-0.1057	33.0485	67.3171	7.5	1500	288.7	0.7
32.927	-2.1643	-0.1054	33.2924	67.8049	7.5	1500	288.7	0.7
32.927	-2.1649	-0.105	33.5363	68.2927	7.5	1500	288.7	0.7
32.927	-2.1654	-0.1047	33.7802	68.7805	7.5	1500	288.7	0.7
32.927	-2.1659	-0.1043	34.0241	69.2683	7.5	1500	288.7	0.7
32.927	-2.1665	-0.104	34.268	69.7561	7.5	1500	288.7	0.7
32.927	-2.167	-0.1036	34.512	70.2439	7.5	1500	288.7	0.7
